id_funcionario,idade,faixa_etaria,genero,estado_civil,departamento,cargo,nivel_cargo,nivel_cargo_cod,area_formacao,nivel_educacao,renda_mensal,faixa_renda,taxa_diaria,taxa_horaria,perc_aumento_salarial,nivel_stock_option,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_mesmo_gestor,anos_experiencia_total,qtd_empresas_anteriores,horas_extras,frequencia_viagem,distancia_casa_km,treinamentos_ultimo_ano,perc_carreira_empresa,media_anos_por_empresa_anterior,indice_estagnacao_cargo,custo_reposicao_est,score_risco,nivel_risco,flag_horas_extras,flag_sem_promocao_3a,flag_distancia_alta,flag_satisfacao_baixa,flag_renda_abaixo_mediana,attrition
1752,29,26–35,Feminino,Solteiro(a),Sales,Sales Representative,Júnior,1,Marketing,Graduação,2760,Q1 — Baixa,428,52,13,0,2,2,2,2,2,1,0,Viaja Raramente,9,3,1.0,0.0,1.0,16560,2,Médio,0,0,0,1,1,1
1753,29,26–35,Masculino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Graduação,6294,Q3 — Média-Alta,461,70,12,0,3,2,0,2,10,8,1,Viaja Frequentemente,1,5,0.3,0.88,0.6667,56646,1,Baixo,1,0,0,0,0,0
1754,30,26–35,Masculino,Divorciado(a),Sales,Sales Executive,Sênior,3,Marketing,Técnico,7140,Q3 — Média-Alta,979,94,11,1,7,7,1,7,12,2,0,Viaja Raramente,15,2,0.5833,2.5,1.0,85680,1,Baixo,0,0,0,1,0,0
1755,34,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Mestrado,2932,Q2 — Média-Baixa,181,97,14,3,5,0,1,2,6,0,1,Viaja Raramente,2,3,0.8333,,0.0,17592,2,Médio,1,0,0,0,1,0
1756,33,26–35,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Graduação,5147,Q3 — Média-Alta,1283,62,15,0,11,7,1,7,13,8,0,Sem Viagem,2,2,0.8462,0.25,0.6364,46323,1,Baixo,0,0,0,1,0,0
1757,49,46–55,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,4507,Q2 — Média-Baixa,1313,80,12,0,5,1,0,4,8,3,0,Viaja Raramente,11,1,0.625,1.0,0.2,40563,1,Baixo,0,0,0,0,1,0
1758,33,26–35,Feminino,Solteiro(a),Sales,Sales Executive,Sênior,3,Life Sciences,Graduação,8564,Q4 — Alta,211,74,20,0,0,0,0,0,11,2,1,Viaja Raramente,16,2,0.0,5.5,,102768,3,Médio,1,0,1,1,0,1
1760,38,36–45,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Técnico,2468,Q1 — Baixa,594,75,14,1,6,1,0,5,9,4,0,Viaja Frequentemente,2,4,0.6667,0.75,0.1667,14808,2,Médio,0,0,0,1,1,0
1761,31,26–35,Masculino,Casado(a),Sales,Sales Executive,Sênior,3,Marketing,Mestrado,8161,Q3 — Média-Alta,1079,70,13,3,1,0,0,0,10,2,0,Viaja Raramente,16,2,0.1,4.5,0.0,97932,1,Baixo,0,0,1,0,0,1
1762,29,26–35,Feminino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Graduação,2109,Q1 — Baixa,590,91,13,1,1,0,0,0,1,1,0,Viaja Raramente,4,2,1.0,0.0,0.0,12654,2,Médio,0,0,0,1,1,0
1763,30,26–35,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Graduação,5294,Q3 — Média-Alta,305,58,16,1,7,0,1,7,10,3,0,Viaja Raramente,16,3,0.7,1.0,0.0,47646,1,Baixo,0,0,1,0,0,0
1764,32,26–35,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Mestrado,2718,Q1 — Baixa,953,65,14,0,7,7,0,7,12,2,0,Sem Viagem,5,3,0.5833,2.5,1.0,16308,2,Médio,0,0,0,1,1,0
1766,38,36–45,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Graduação,5811,Q3 — Média-Alta,833,60,16,1,1,0,1,0,15,3,1,Viaja Raramente,18,2,0.0667,4.67,0.0,52299,2,Médio,1,0,1,0,0,0
1767,43,36–45,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Graduação,2437,Q1 — Baixa,807,38,16,1,1,0,0,0,6,9,1,Viaja Frequentemente,17,4,0.1667,0.56,0.0,14622,3,Médio,1,0,1,0,1,1
1768,42,36–45,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Graduação,2766,Q1 — Baixa,855,57,22,3,5,3,0,4,7,8,0,Viaja Raramente,12,6,0.7143,0.25,0.6,16596,2,Médio,0,0,0,1,1,0
1770,55,46–55,Masculino,Casado(a),Research & Development,Research Director,Diretor,5,Medical,Graduação,19038,Q4 — Alta,478,60,12,3,1,0,0,0,34,8,0,Viaja Raramente,2,2,0.0294,4.12,0.0,456912,1,Baixo,0,0,0,1,0,0
1771,33,26–35,Masculino,Divorciado(a),Research & Development,Research Scientist,Pleno,2,Technical Degree,Graduação,3055,Q2 — Média-Baixa,775,90,15,2,9,8,1,7,11,5,0,Sem Viagem,4,2,0.8182,0.4,0.8889,27495,2,Médio,0,0,0,1,1,0
1772,41,36–45,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,2289,Q1 — Baixa,548,94,20,2,5,3,0,4,5,1,0,Viaja Raramente,9,2,1.0,0.0,0.6,13734,2,Médio,0,0,0,1,1,0
1774,34,26–35,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,4001,Q2 — Média-Baixa,1375,87,14,1,15,14,0,7,15,1,1,Sem Viagem,10,3,1.0,0.0,0.9333,36009,2,Médio,1,0,0,0,1,0
1775,53,46–55,Feminino,Casado(a),Research & Development,Manufacturing Director,Especialista,4,Medical,Mestrado,12965,Q4 — Alta,661,60,20,3,3,2,0,2,27,4,1,Sem Viagem,1,2,0.1111,6.0,0.6667,233370,1,Baixo,1,0,0,0,0,0
1778,43,36–45,Masculino,Solteiro(a),Human Resources,Human Resources,Júnior,1,Life Sciences,Graduação,3539,Q2 — Média-Baixa,244,97,13,0,9,7,1,8,10,0,0,Viaja Raramente,2,5,0.9,,0.7778,21234,1,Baixo,0,0,0,0,1,0
1779,34,26–35,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Técnico,6029,Q3 — Média-Alta,511,32,12,0,2,2,2,2,6,5,0,Viaja Raramente,3,3,0.3333,0.8,1.0,54261,0,Baixo,0,0,0,0,0,0
1780,21,18–25,Masculino,Solteiro(a),Sales,Sales Representative,Júnior,1,Marketing,Ensino Médio,2679,Q1 — Baixa,337,31,13,0,1,0,1,0,1,1,0,Viaja Raramente,7,3,1.0,0.0,0.0,16074,2,Médio,0,0,0,1,1,1
1782,38,36–45,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Other,Técnico,3702,Q2 — Média-Baixa,1153,40,11,1,5,4,0,4,5,1,0,Viaja Raramente,6,3,1.0,0.0,0.8,22212,1,Baixo,0,0,0,0,1,0
1783,22,18–25,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Ensino Médio,2398,Q1 — Baixa,1294,79,17,0,1,0,0,0,1,1,1,Viaja Raramente,8,6,1.0,0.0,0.0,14388,3,Médio,1,0,0,1,1,1
1784,31,26–35,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,5468,Q3 — Média-Alta,196,91,14,2,12,7,5,7,13,1,0,Viaja Raramente,29,3,0.9231,1.0,0.5833,49212,2,Médio,0,1,1,0,0,0
1786,51,46–55,Feminino,Casado(a),Research & Development,Manager,Sênior,3,Technical Degree,Graduação,13116,Q4 — Alta,942,53,11,0,2,2,2,2,15,2,0,Viaja Raramente,3,2,0.1333,6.5,1.0,157392,0,Baixo,0,0,0,0,0,0
1787,37,36–45,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Técnico,4189,Q2 — Média-Baixa,589,46,14,2,5,2,0,3,5,1,0,Viaja Raramente,9,2,1.0,0.0,0.4,37701,2,Médio,0,0,0,1,1,0
1789,46,46–55,Masculino,Divorciado(a),Research & Development,Research Director,Diretor,5,Medical,Mestrado,19328,Q4 — Alta,734,46,17,1,2,1,2,2,24,7,1,Viaja Raramente,2,3,0.0833,3.14,0.5,463872,1,Baixo,1,0,0,0,0,0
1790,36,36–45,Masculino,Casado(a),Research & Development,Healthcare Representative,Sênior,3,Life Sciences,Graduação,8321,Q3 — Média-Alta,1383,90,13,1,12,8,5,7,15,7,1,Viaja Raramente,10,1,0.8,0.43,0.6667,99852,3,Médio,1,1,0,1,0,0
1792,44,36–45,Masculino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Medical,Técnico,2342,Q1 — Baixa,429,99,12,3,5,3,2,3,6,1,1,Viaja Frequentemente,1,2,0.8333,1.0,0.6,14052,3,Médio,1,0,0,1,1,1
1794,37,36–45,Masculino,Divorciado(a),Human Resources,Human Resources,Pleno,2,Other,Técnico,4071,Q2 — Média-Baixa,1239,89,13,0,10,0,4,7,19,2,0,Viaja Raramente,8,4,0.5263,4.5,0.0,36639,3,Médio,0,1,0,1,1,0
1797,35,26–35,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,5813,Q3 — Média-Alta,303,84,18,0,10,7,7,7,10,1,1,Viaja Raramente,27,2,1.0,0.0,0.7,52317,3,Médio,1,1,1,0,0,1
1798,33,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Mestrado,3143,Q2 — Média-Baixa,867,90,19,1,10,8,7,6,14,6,0,Viaja Raramente,8,1,0.7143,0.67,0.8,18858,3,Médio,0,1,0,1,1,0
1799,28,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2044,Q1 — Baixa,1181,82,11,1,5,3,0,3,5,1,0,Viaja Raramente,1,6,1.0,0.0,0.6,12264,1,Baixo,0,0,0,0,1,0
1800,39,36–45,Masculino,Solteiro(a),Research & Development,Research Director,Sênior,3,Medical,Ensino Médio,13464,Q4 — Alta,1253,65,21,0,4,3,2,2,9,7,0,Viaja Raramente,10,3,0.4444,0.71,0.75,161568,0,Baixo,0,0,0,0,0,0
1801,46,46–55,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Técnico,7991,Q3 — Média-Alta,849,98,15,0,2,2,2,2,6,8,0,Sem Viagem,26,3,0.3333,0.5,1.0,71919,2,Médio,0,0,1,1,0,0
1802,40,36–45,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Técnico,3377,Q2 — Média-Baixa,616,99,17,1,4,3,0,2,7,4,0,Viaja Raramente,2,5,0.5714,0.75,0.75,20262,2,Médio,0,0,0,1,1,0
1803,42,36–45,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Graduação,5538,Q3 — Média-Alta,1128,95,18,2,0,0,0,0,10,5,0,Viaja Raramente,13,2,0.0,2.0,,49842,1,Baixo,0,0,0,1,0,0
1804,35,26–35,Masculino,Divorciado(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Técnico,5762,Q3 — Média-Alta,1180,90,14,1,7,7,1,7,15,2,0,Sem Viagem,2,6,0.4667,4.0,1.0,51858,0,Baixo,0,0,0,0,0,0
1805,38,36–45,Masculino,Divorciado(a),Human Resources,Human Resources,Júnior,1,Human Resources,Graduação,2592,Q1 — Baixa,1336,100,13,3,11,10,3,8,13,5,0,Sem Viagem,2,3,0.8462,0.4,0.9091,15552,3,Médio,0,1,0,1,1,0
1807,34,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Mestrado,5346,Q3 — Média-Alta,234,93,17,1,7,1,0,7,11,4,0,Viaja Frequentemente,9,3,0.6364,1.0,0.1429,48114,1,Baixo,0,0,0,1,0,1
1809,37,36–45,Masculino,Solteiro(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Mestrado,4213,Q2 — Média-Baixa,370,58,15,0,10,3,0,8,10,1,0,Viaja Raramente,10,4,1.0,0.0,0.3,37917,2,Médio,0,0,0,1,1,1
1812,39,36–45,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,4127,Q2 — Média-Baixa,766,83,18,1,2,1,2,2,7,2,0,Viaja Frequentemente,20,6,0.2857,2.5,0.5,37143,2,Médio,0,0,1,0,1,0
1813,43,36–45,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2438,Q1 — Baixa,343,52,13,0,3,2,1,2,7,4,0,Sem Viagem,9,2,0.4286,1.0,0.6667,14628,1,Baixo,0,0,0,0,1,0
1814,41,36–45,Masculino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Graduação,6870,Q3 — Média-Alta,447,85,12,0,3,2,1,2,11,3,0,Viaja Raramente,5,3,0.2727,2.67,0.6667,61830,1,Baixo,0,0,0,1,0,0
1815,41,36–45,Feminino,Divorciado(a),Sales,Sales Executive,Sênior,3,Marketing,Ensino Médio,10447,Q4 — Alta,796,81,13,1,22,14,13,5,23,0,1,Viaja Raramente,4,3,0.9565,,0.6364,125364,2,Médio,1,1,0,0,0,0
1816,30,26–35,Feminino,Solteiro(a),Research & Development,Manufacturing Director,Sênior,3,Medical,Graduação,9667,Q4 — Alta,1092,64,14,0,7,7,0,2,9,9,0,Viaja Raramente,10,3,0.7778,0.22,1.0,116004,0,Baixo,0,0,0,0,0,0
1818,26,26–35,Feminino,Casado(a),Human Resources,Human Resources,Júnior,1,Medical,Técnico,2148,Q1 — Baixa,920,69,11,0,5,1,1,4,6,0,1,Viaja Raramente,20,3,0.8333,,0.2,12888,4,Alto,1,0,1,1,1,1
1821,46,46–55,Feminino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Técnico,8926,Q4 — Alta,261,66,22,1,9,7,3,7,13,4,0,Viaja Raramente,21,2,0.6923,1.0,0.7778,80334,3,Médio,0,1,1,1,0,1
1822,40,36–45,Feminino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Graduação,6513,Q3 — Média-Alta,1194,52,17,1,5,3,0,3,12,4,0,Viaja Raramente,1,3,0.4167,1.75,0.6,58617,0,Baixo,0,0,0,0,0,0
1823,34,26–35,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Technical Degree,Técnico,6799,Q3 — Média-Alta,810,92,21,2,10,8,4,8,10,1,0,Viaja Raramente,8,5,1.0,0.0,0.8,61191,1,Baixo,0,1,0,0,0,0
1824,58,55+,Masculino,Divorciado(a),Sales,Manager,Especialista,4,Medical,Graduação,16291,Q4 — Alta,350,52,22,1,16,9,14,14,37,4,0,Sem Viagem,2,0,0.4324,5.25,0.5625,293238,2,Médio,0,1,0,1,0,0
1826,35,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Mestrado,2705,Q1 — Baixa,185,91,16,1,5,4,0,3,6,0,0,Viaja Raramente,23,2,0.8333,,0.8,16230,2,Médio,0,0,1,0,1,0
1827,47,46–55,Feminino,Divorciado(a),Research & Development,Manufacturing Director,Sênior,3,Life Sciences,Graduação,10333,Q4 — Alta,1001,92,12,1,22,11,14,10,28,8,1,Viaja Raramente,4,4,0.7857,0.75,0.5,123996,3,Médio,1,1,0,1,0,0
1829,40,36–45,Feminino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Graduação,4448,Q2 — Média-Baixa,750,47,12,1,7,4,7,7,15,2,0,Viaja Raramente,12,3,0.4667,4.0,0.5714,40032,3,Médio,0,1,0,1,1,0
1830,54,46–55,Feminino,Casado(a),Research & Development,Research Scientist,Pleno,2,Medical,Mestrado,6854,Q3 — Média-Alta,431,68,15,1,7,1,1,7,14,4,0,Viaja Raramente,7,2,0.5,1.75,0.1429,61686,0,Baixo,0,0,0,0,0,0
1833,31,26–35,Feminino,Casado(a),Sales,Sales Executive,Sênior,3,Marketing,Mestrado,9637,Q4 — Alta,1125,68,14,2,3,2,2,2,9,2,0,Viaja Frequentemente,7,3,0.3333,3.0,0.6667,115644,1,Baixo,0,0,0,1,0,0
1834,28,26–35,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,3591,Q2 — Média-Baixa,1217,67,25,1,3,2,1,2,3,1,0,Viaja Raramente,1,3,1.0,0.0,0.6667,21546,2,Médio,0,0,0,1,1,0
1835,38,36–45,Feminino,Casado(a),Sales,Sales Representative,Pleno,2,Marketing,Mestrado,5405,Q3 — Média-Alta,723,77,20,2,4,2,0,3,20,2,1,Viaja Raramente,2,4,0.2,8.0,0.5,48645,1,Baixo,1,0,0,0,0,0
1836,26,26–35,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Medical,Graduação,4684,Q2 — Média-Baixa,572,46,13,0,5,3,1,2,5,1,0,Viaja Raramente,10,4,1.0,0.0,0.6,42156,1,Baixo,0,0,0,0,1,0
1837,58,55+,Masculino,Casado(a),Research & Development,Research Director,Especialista,4,Life Sciences,Mestrado,15787,Q4 — Alta,1216,87,14,0,2,2,2,2,23,2,1,Viaja Frequentemente,15,3,0.087,10.5,1.0,284166,1,Baixo,1,0,0,0,0,0
1839,18,18–25,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,1514,Q1 — Baixa,1431,33,16,0,0,0,0,0,0,1,0,Sem Viagem,14,4,,0.0,,9084,1,Baixo,0,0,0,0,1,0
1842,31,26–35,Masculino,Casado(a),Human Resources,Human Resources,Júnior,1,Human Resources,Doutorado,2956,Q2 — Média-Baixa,359,89,17,0,1,0,0,0,2,0,0,Viaja Raramente,18,4,0.5,,0.0,17736,3,Médio,0,0,1,1,1,1
1844,29,26–35,Masculino,Divorciado(a),Human Resources,Human Resources,Júnior,1,Human Resources,Graduação,2335,Q1 — Baixa,350,56,15,3,2,2,2,0,4,4,1,Viaja Raramente,13,3,0.5,0.5,1.0,14010,3,Médio,1,0,0,1,1,1
1845,45,36–45,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,5154,Q3 — Média-Alta,589,67,22,2,8,7,5,7,10,4,0,Sem Viagem,2,3,0.8,0.5,0.875,46386,1,Baixo,0,1,0,0,0,0
1847,36,36–45,Feminino,Casado(a),Research & Development,Research Scientist,Pleno,2,Other,Mestrado,6962,Q3 — Média-Alta,430,73,22,1,1,0,0,0,15,4,1,Viaja Raramente,2,2,0.0667,3.5,0.0,62658,2,Médio,1,0,0,1,0,0
1849,43,36–45,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,5675,Q3 — Média-Alta,1422,92,20,1,7,7,7,7,7,1,0,Viaja Frequentemente,2,5,1.0,0.0,1.0,51075,1,Baixo,0,1,0,0,0,0
1850,27,26–35,Feminino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Técnico,2379,Q1 — Baixa,1297,53,14,0,5,4,0,2,6,0,1,Viaja Frequentemente,5,3,0.8333,,0.8,14274,2,Médio,1,0,0,0,1,0
1852,29,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Ensino Médio,3812,Q2 — Média-Baixa,574,40,13,0,11,8,3,10,11,1,0,Viaja Frequentemente,20,3,1.0,0.0,0.7273,22872,3,Médio,0,1,1,0,1,0
1853,32,26–35,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,4648,Q2 — Média-Baixa,1318,79,13,0,0,0,0,0,4,8,0,Viaja Frequentemente,10,2,0.0,0.5,,41832,1,Baixo,0,0,0,0,1,0
1854,42,36–45,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Mestrado,2936,Q2 — Média-Baixa,355,38,22,2,6,3,3,3,10,3,0,Sem Viagem,10,1,0.6,1.33,0.5,17616,2,Médio,0,1,0,0,1,0
1856,47,46–55,Feminino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,2105,Q1 — Baixa,207,64,12,0,2,2,2,0,7,4,0,Viaja Raramente,9,2,0.2857,1.25,1.0,12630,1,Baixo,0,0,0,0,1,0
1857,46,46–55,Masculino,Divorciado(a),Research & Development,Manufacturing Director,Sênior,3,Life Sciences,Técnico,8578,Q4 — Alta,706,82,14,1,9,8,4,7,12,3,0,Viaja Raramente,2,4,0.75,1.0,0.8889,102936,1,Baixo,0,1,0,0,0,0
1858,28,26–35,Masculino,Divorciado(a),Human Resources,Human Resources,Júnior,1,Life Sciences,Técnico,2706,Q1 — Baixa,280,43,15,1,3,2,2,2,3,1,0,Sem Viagem,1,2,1.0,0.0,0.6667,16236,1,Baixo,0,0,0,0,1,0
1859,29,26–35,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Ensino Médio,6384,Q3 — Média-Alta,726,93,17,2,7,0,1,6,11,8,0,Viaja Raramente,29,3,0.6364,0.5,0.0,57456,1,Baixo,0,0,1,0,0,0
1860,42,36–45,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,3968,Q2 — Média-Baixa,1142,81,13,0,0,0,0,0,8,4,0,Viaja Raramente,8,3,0.0,2.0,,23808,1,Baixo,0,0,0,0,1,0
1862,32,26–35,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,9907,Q4 — Alta,414,82,12,0,2,2,2,2,7,7,1,Viaja Raramente,2,3,0.2857,0.71,1.0,89163,2,Médio,1,0,0,1,0,1
1863,46,46–55,Feminino,Divorciado(a),Sales,Sales Executive,Especialista,4,Technical Degree,Graduação,13225,Q4 — Alta,1319,45,12,1,19,17,2,8,25,2,0,Viaja Raramente,3,5,0.76,3.0,0.8947,238050,1,Baixo,0,0,0,1,0,0
1864,27,26–35,Feminino,Casado(a),Sales,Sales Representative,Pleno,2,Medical,Ensino Médio,3540,Q2 — Média-Baixa,728,36,21,1,9,8,5,8,9,1,0,Viaja Raramente,23,5,1.0,0.0,0.8889,31860,3,Médio,0,1,1,0,1,0
1865,29,26–35,Masculino,Casado(a),Human Resources,Human Resources,Júnior,1,Medical,Ensino Médio,2804,Q1 — Baixa,352,87,11,0,1,0,0,0,1,1,0,Viaja Raramente,6,3,1.0,0.0,0.0,16824,2,Médio,0,0,0,1,1,0
1866,43,36–45,Feminino,Casado(a),Research & Development,Manager,Diretor,5,Medical,Graduação,19392,Q4 — Alta,823,81,13,0,16,12,6,14,21,7,0,Viaja Raramente,6,2,0.7619,0.71,0.75,465408,1,Baixo,0,1,0,0,0,0
1867,48,46–55,Masculino,Casado(a),Research & Development,Research Director,Diretor,5,Life Sciences,Graduação,19665,Q4 — Alta,1224,91,12,0,22,10,12,9,29,4,0,Viaja Raramente,10,3,0.7586,1.75,0.4545,471960,2,Médio,0,1,0,1,0,0
1868,29,26–35,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Técnico,2439,Q1 — Baixa,459,73,24,0,1,0,1,0,1,1,1,Viaja Frequentemente,24,3,1.0,0.0,0.0,14634,3,Médio,1,0,1,0,1,1
1869,46,46–55,Feminino,Casado(a),Sales,Sales Executive,Sênior,3,Life Sciences,Graduação,7314,Q3 — Média-Alta,1254,64,21,3,8,7,0,7,14,5,0,Viaja Raramente,10,2,0.5714,1.2,0.875,87768,1,Baixo,0,0,0,1,0,1
1870,27,26–35,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,4774,Q2 — Média-Baixa,1131,77,19,1,7,6,7,3,8,0,0,Viaja Frequentemente,15,2,0.875,,0.8571,28644,3,Médio,0,1,0,1,1,0
1871,39,36–45,Masculino,Divorciado(a),Research & Development,Research Scientist,Pleno,2,Other,Mestrado,3902,Q2 — Média-Baixa,835,41,14,3,2,2,2,2,7,8,0,Viaja Raramente,19,2,0.2857,0.62,1.0,35118,2,Médio,0,0,1,0,1,0
1873,55,46–55,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Mestrado,2662,Q1 — Baixa,836,98,20,1,5,2,0,4,19,8,0,Viaja Raramente,2,2,0.2632,1.75,0.4,15972,1,Baixo,0,0,0,0,1,0
1875,28,26–35,Feminino,Casado(a),Sales,Sales Representative,Júnior,1,Medical,Graduação,2856,Q1 — Baixa,1172,78,19,1,1,0,0,0,1,1,0,Viaja Raramente,3,3,1.0,0.0,0.0,17136,2,Médio,0,0,0,1,1,0
1876,30,26–35,Masculino,Solteiro(a),Sales,Sales Representative,Júnior,1,Medical,Graduação,1081,Q1 — Baixa,945,89,13,0,1,0,0,0,1,1,0,Viaja Raramente,9,3,1.0,0.0,0.0,6486,1,Baixo,0,0,0,0,1,1
1878,22,18–25,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Ensino Médio,2472,Q1 — Baixa,391,75,23,0,1,0,0,0,1,1,1,Viaja Raramente,7,2,1.0,0.0,0.0,14832,3,Médio,1,0,0,1,1,1
1880,36,36–45,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Technical Degree,Mestrado,5673,Q3 — Média-Alta,1266,63,13,1,10,9,1,7,10,1,1,Viaja Raramente,10,4,1.0,0.0,0.9,51057,1,Baixo,1,0,0,0,0,0
1881,31,26–35,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Graduação,4197,Q2 — Média-Baixa,311,89,11,1,10,8,0,2,10,1,0,Viaja Raramente,20,2,1.0,0.0,0.8,37773,2,Médio,0,0,1,0,1,0
1882,34,26–35,Masculino,Casado(a),Sales,Sales Executive,Sênior,3,Life Sciences,Graduação,9713,Q4 — Alta,1480,64,13,3,5,3,1,0,9,2,1,Viaja Raramente,4,3,0.5556,2.0,0.6,116556,1,Baixo,1,0,0,0,0,0
1883,29,26–35,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,2062,Q1 — Baixa,592,59,14,0,3,2,1,2,11,3,0,Viaja Raramente,7,2,0.2727,2.67,0.6667,12372,2,Médio,0,0,0,1,1,0
1885,37,36–45,Masculino,Casado(a),Research & Development,Research Scientist,Pleno,2,Medical,Mestrado,4284,Q2 — Média-Baixa,783,78,22,1,5,3,0,4,16,5,1,Viaja Raramente,7,2,0.3125,2.2,0.6,38556,3,Médio,1,0,0,1,1,0
1886,35,26–35,Feminino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Other,Técnico,4788,Q2 — Média-Baixa,219,44,11,0,3,2,0,2,4,0,1,Viaja Raramente,16,2,0.75,,0.6667,43092,4,Alto,1,0,1,1,1,0
1888,45,36–45,Feminino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Técnico,5906,Q3 — Média-Alta,556,93,13,2,9,8,3,8,10,0,0,Viaja Raramente,25,2,0.9,,0.8889,53154,2,Médio,0,1,1,0,0,0
1890,36,36–45,Masculino,Solteiro(a),Human Resources,Human Resources,Pleno,2,Human Resources,Ensino Médio,3886,Q2 — Média-Baixa,1213,94,21,0,10,1,0,8,10,1,0,Viaja Frequentemente,2,2,1.0,0.0,0.1,34974,1,Baixo,0,0,0,0,1,0
1892,40,36–45,Masculino,Divorciado(a),Research & Development,Manager,Especialista,4,Life Sciences,Mestrado,16823,Q4 — Alta,1137,98,11,1,19,7,11,16,22,2,0,Viaja Raramente,1,3,0.8636,1.5,0.3684,302814,2,Médio,0,1,0,1,0,0
