id_funcionario,idade,genero,estado_civil,departamento,cargo,nivel_cargo,nivel_cargo_cod,area_formacao,nivel_educacao,renda_mensal,taxa_diaria,taxa_horaria,perc_aumento_salarial,nivel_stock_option,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_mesmo_gestor,anos_experiencia_total,qtd_empresas_anteriores,horas_extras,frequencia_viagem,distancia_casa_km,treinamentos_ultimo_ano,perc_carreira_empresa,media_anos_por_empresa_anterior,indice_estagnacao_cargo,custo_reposicao_est,score_risco,flag_horas_extras,flag_sem_promocao_3a,flag_distancia_alta,flag_satisfacao_baixa,flag_renda_abaixo_mediana,attrition,taxa_diaria_brl,renda_mensal_brl,score_bemestar,prob_attrition,nivel_risco_ml,shap_top1_feat,shap_top2_feat,shap_top3_feat,shap_top1_val,shap_top2_val,shap_top3_val,acao_recomendada
1501,55,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Mestrado,4035,1229,30,16,0,3,2,1,2,4,0,1,Viaja Raramente,4,2,0.75,,0.6667,36315,2,1,0,0,0,1,0,7066.75,23201.25,3.0,0.1419,Médio,nivel_stock_option,satisfacao_relacionamento_cod,estado_civil,0.0568,0.0117,0.0098,Revisar benefícios e stock options
1502,33,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Mestrado,3838,1099,82,11,0,5,4,0,2,8,8,0,Viaja Raramente,4,5,0.625,0.38,0.8,23028,2,0,0,0,1,1,0,6319.25,22068.5,2.4,0.3898,Crítico,nivel_stock_option,score_bemestar,envolvimento_trabalho_cod,0.0642,0.0411,0.0345,Revisar benefícios e stock options
1503,47,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Medical,Graduação,4591,571,78,17,1,5,4,1,2,11,3,1,Viaja Raramente,14,4,0.4545,2.0,0.8,41319,2,1,0,0,0,1,0,3283.25,26398.25,2.8,0.1522,Médio,equilibrio_vida_trabalho_cod,distancia_casa_km,satisfacao_trabalho_cod,0.0386,0.0139,0.0103,Revisar jornada e flexibilidade
1504,28,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Técnico,2561,289,38,11,0,0,0,0,0,8,7,0,Viaja Frequentemente,2,2,0.0,1.14,,15366,2,0,0,0,1,1,1,1661.75,14725.75,2.2,0.9067,Crítico,nivel_stock_option,faixa_etaria,score_bemestar,0.0686,0.0502,0.0453,Revisar benefícios e stock options
1506,28,Masculino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,1563,1423,72,14,1,1,0,0,0,1,1,0,Viaja Raramente,1,2,1.0,0.0,0.0,9378,1,0,0,0,0,1,0,8182.25,8987.25,2.2,0.4713,Crítico,anos_mesmo_gestor,anos_empresa,score_bemestar,0.0464,0.0352,0.0328,Conversa de retenção personalizada
1507,28,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,4898,467,55,14,0,4,2,1,3,5,0,0,Viaja Frequentemente,7,5,0.8,,0.5,44082,2,0,0,0,1,1,0,2685.25,28163.5,2.8,0.1701,Médio,nivel_stock_option,frequencia_viagem,satisfacao_trabalho_cod,0.0482,0.0307,0.0281,Revisar benefícios e stock options
1509,49,Feminino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Medical,Técnico,4789,271,43,25,1,3,2,1,2,10,4,0,Viaja Raramente,3,3,0.3,1.75,0.6667,43101,2,0,0,0,1,1,0,1558.25,27536.75,2.0,0.1345,Médio,envolvimento_trabalho_cod,score_bemestar,satisfacao_trabalho_cod,0.0369,0.0293,0.0235,Aumentar desafios / responsabilidades
1513,29,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Ensino Médio,3180,410,97,13,3,3,2,0,2,4,0,0,Viaja Frequentemente,2,3,0.75,,0.6667,19080,2,0,0,0,1,1,0,2357.5,18285.0,3.0,0.1436,Médio,frequencia_viagem,faixa_etaria,satisfacao_trabalho_cod,0.0365,0.0256,0.0204,Conversa de retenção personalizada
1514,28,Masculino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Ensino Médio,6549,1083,96,14,2,8,6,1,7,8,1,0,Viaja Raramente,29,2,1.0,0.0,0.75,58941,2,0,0,1,1,0,0,6227.25,37656.75,2.0,0.1712,Médio,envolvimento_trabalho_cod,equilibrio_vida_trabalho_cod,score_bemestar,0.0515,0.0269,0.024,Aumentar desafios / responsabilidades
1515,33,Masculino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Doutorado,6388,516,69,17,0,0,0,0,0,14,2,1,Viaja Raramente,8,6,0.0,7.0,,57492,1,1,0,0,0,0,0,2967.0,36731.0,2.8,0.2812,Alto,faixa_etaria,nivel_stock_option,anos_mesmo_gestor,0.046,0.0383,0.0315,Conversa de retenção personalizada
1516,32,Masculino,Solteiro(a),Research & Development,Manager,Sênior,3,Medical,Graduação,11244,495,64,25,0,5,2,0,0,10,2,0,Viaja Raramente,10,5,0.5,2.5,0.4,134928,0,0,0,0,0,0,0,2846.25,64653.0,3.2,0.1168,Médio,nivel_stock_option,anos_mesmo_gestor,faixa_etaria,0.0398,0.0289,0.0274,Revisar benefícios e stock options
1520,54,Feminino,Divorciado(a),Research & Development,Manager,Especialista,4,Medical,Mestrado,16032,1050,87,20,1,14,9,1,12,26,3,0,Viaja Frequentemente,11,2,0.5385,4.0,0.6429,288576,0,0,0,0,0,0,0,6037.5,92184.0,2.6,0.0715,Baixo,frequencia_viagem,satisfacao_ambiente_cod,satisfacao_relacionamento_cod,0.0193,0.0179,0.0128,Conversa de retenção personalizada
1522,29,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Mestrado,2362,224,100,13,0,9,7,0,7,11,6,0,Viaja Raramente,1,2,0.8182,0.33,0.7778,14172,2,0,0,0,1,1,1,1288.0,13581.5,1.6,0.7384,Crítico,nivel_stock_option,envolvimento_trabalho_cod,score_bemestar,0.0789,0.0521,0.0431,Revisar benefícios e stock options
1523,44,Masculino,Casado(a),Research & Development,Research Director,Especialista,4,Life Sciences,Graduação,16328,136,32,13,1,20,6,14,17,24,3,0,Viaja Raramente,28,1,0.8333,1.33,0.3,293904,3,0,1,1,1,0,0,782.0,93886.0,3.0,0.1664,Médio,satisfacao_trabalho_cod,taxa_diaria_brl,media_anos_por_empresa_anterior,0.0253,0.0185,0.0141,Conversa 1:1 sobre satisfação no trabalho
1525,39,Feminino,Solteiro(a),Research & Development,Manufacturing Director,Sênior,3,Life Sciences,Graduação,8376,1089,32,18,0,2,0,2,2,9,4,0,Viaja Raramente,6,3,0.2222,1.75,0.0,100512,1,0,0,0,1,0,0,6261.75,48162.0,2.8,0.2081,Alto,nivel_stock_option,satisfacao_trabalho_cod,satisfacao_ambiente_cod,0.0453,0.0257,0.0238,Revisar benefícios e stock options
1527,46,Feminino,Casado(a),Sales,Manager,Especialista,4,Life Sciences,Graduação,16606,228,51,12,1,13,12,5,1,23,8,0,Viaja Raramente,3,2,0.5652,1.25,0.9231,298908,2,0,1,0,1,0,0,1311.0,95484.5,3.2,0.1788,Alto,satisfacao_trabalho_cod,taxa_diaria_brl,anos_mesmo_gestor,0.0218,0.0192,0.0188,Conversa 1:1 sobre satisfação no trabalho
1529,35,Feminino,Solteiro(a),Research & Development,Healthcare Representative,Sênior,3,Life Sciences,Graduação,8606,1029,91,19,0,11,8,3,3,11,1,0,Viaja Raramente,16,3,1.0,0.0,0.7273,103272,3,0,1,1,1,0,0,5916.75,49484.5,2.6,0.1829,Alto,nivel_stock_option,equilibrio_vida_trabalho_cod,envolvimento_trabalho_cod,0.0526,0.0421,0.0233,Revisar benefícios e stock options
1533,23,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Ensino Médio,2272,507,97,14,0,4,3,1,2,5,0,0,Viaja Raramente,20,2,0.8,,0.75,20448,2,0,0,1,0,1,0,2915.25,13064.0,2.4,0.3096,Alto,faixa_etaria,nivel_stock_option,score_bemestar,0.0477,0.0462,0.034,Conversa de retenção personalizada
1534,40,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,2018,676,86,14,0,5,4,1,0,15,3,0,Viaja Raramente,9,3,0.3333,3.33,0.8,12108,2,0,0,0,1,1,1,3887.0,11603.5,2.2,0.6923,Crítico,nivel_stock_option,equilibrio_vida_trabalho_cod,score_bemestar,0.0783,0.069,0.0563,Revisar benefícios e stock options
1535,34,Masculino,Casado(a),Sales,Sales Executive,Sênior,3,Technical Degree,Graduação,7083,971,64,14,0,10,9,8,6,10,1,1,Viaja Raramente,1,3,1.0,0.0,0.9,84996,2,1,1,0,0,0,0,5583.25,40727.25,3.2,0.1751,Médio,nivel_stock_option,envolvimento_trabalho_cod,faixa_etaria,0.0526,0.0304,0.0193,Revisar benefícios e stock options
1537,31,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,4084,561,33,12,0,7,2,7,7,7,1,0,Viaja Frequentemente,3,2,1.0,0.0,0.2857,24504,2,0,1,0,0,1,1,3225.75,23483.0,2.4,0.7891,Crítico,nivel_stock_option,equilibrio_vida_trabalho_cod,score_bemestar,0.0875,0.052,0.0498,Revisar benefícios e stock options
1539,50,Masculino,Solteiro(a),Research & Development,Research Director,Especialista,4,Medical,Doutorado,14411,333,88,13,0,32,6,13,9,32,1,1,Viaja Frequentemente,22,2,1.0,0.0,0.1875,259398,3,1,1,1,0,0,0,1914.75,82863.25,3.0,0.1477,Médio,nivel_stock_option,envolvimento_trabalho_cod,anos_desde_ultima_promocao,0.0382,0.0338,0.0122,Revisar benefícios e stock options
1541,34,Masculino,Casado(a),Sales,Sales Representative,Júnior,1,Technical Degree,Técnico,2308,1440,55,25,1,11,10,5,7,12,0,1,Viaja Raramente,7,4,0.9167,,0.9091,13848,3,1,1,0,0,1,0,8280.0,13271.0,2.6,0.1914,Alto,faixa_etaria,renda_mensal_brl,nivel_cargo_cod,0.0279,0.0263,0.0252,Conversa de retenção personalizada
1542,42,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Graduação,4841,1210,68,14,1,1,0,0,0,4,4,0,Viaja Raramente,2,3,0.25,0.75,0.0,29046,2,0,0,0,1,1,0,6957.5,27835.75,2.4,0.22,Alto,envolvimento_trabalho_cod,score_bemestar,anos_mesmo_gestor,0.0328,0.0322,0.0292,Aumentar desafios / responsabilidades
1543,37,Masculino,Casado(a),Research & Development,Research Scientist,Pleno,2,Medical,Graduação,4285,674,47,17,0,10,8,3,7,10,1,0,Viaja Raramente,13,2,1.0,0.0,0.8,38565,2,0,1,0,0,1,0,3875.5,24638.75,2.4,0.1164,Médio,nivel_stock_option,score_bemestar,satisfacao_ambiente_cod,0.0553,0.0224,0.0212,Revisar benefícios e stock options
1544,29,Feminino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Other,Ensino Médio,9715,441,39,13,1,7,7,0,7,9,3,0,Viaja Raramente,8,3,0.7778,0.67,1.0,87435,1,0,0,0,1,0,0,2535.75,55861.25,2.2,0.184,Alto,envolvimento_trabalho_cod,score_bemestar,faixa_etaria,0.0427,0.0335,0.0296,Aumentar desafios / responsabilidades
1545,33,Masculino,Solteiro(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Graduação,4320,575,44,13,0,5,3,0,2,5,1,0,Viaja Raramente,25,2,1.0,0.0,0.6,38880,3,0,0,1,1,1,0,3306.25,24840.0,3.0,0.0999,Baixo,nivel_stock_option,envolvimento_trabalho_cod,satisfacao_trabalho_cod,0.0502,0.0269,0.0204,Revisar benefícios e stock options
1546,45,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Graduação,2132,950,97,20,1,5,4,0,3,8,4,0,Viaja Raramente,28,3,0.625,0.75,0.8,12792,2,0,0,1,0,1,0,5462.5,12259.0,3.6,0.064,Baixo,renda_mensal_brl,media_anos_por_empresa_anterior,nivel_cargo_cod,0.021,0.0132,0.0098,Revisar posicionamento salarial
1547,42,Masculino,Casado(a),Research & Development,Healthcare Representative,Sênior,3,Life Sciences,Graduação,10124,288,40,14,1,20,8,13,9,24,2,1,Viaja Frequentemente,2,3,0.8333,2.0,0.4,121488,2,1,1,0,0,0,0,1656.0,58213.0,3.0,0.0953,Baixo,equilibrio_vida_trabalho_cod,anos_desde_ultima_promocao,taxa_diaria_brl,0.0326,0.0149,0.0148,Revisar jornada e flexibilidade
1548,40,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Medical,Técnico,5473,1342,47,12,0,8,4,7,1,9,0,0,Viaja Raramente,9,5,0.8889,,0.5,49257,2,0,1,0,1,0,0,7716.5,31469.75,2.6,0.1532,Médio,nivel_stock_option,anos_mesmo_gestor,satisfacao_trabalho_cod,0.0543,0.0259,0.0201,Revisar benefícios e stock options
1549,33,Masculino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Mestrado,5207,589,79,12,1,15,14,5,7,15,1,1,Viaja Raramente,28,3,1.0,0.0,0.9333,46863,3,1,1,1,0,0,0,3386.75,29940.25,2.6,0.0673,Baixo,faixa_etaria,satisfacao_ambiente_cod,horas_extras,0.0201,0.0152,0.0116,Conversa de retenção personalizada
1550,40,Masculino,Solteiro(a),Human Resources,Manager,Especialista,4,Medical,Técnico,16437,898,38,21,0,21,7,7,7,21,1,1,Viaja Raramente,6,2,1.0,0.0,0.3333,295866,2,1,1,0,0,0,0,5163.5,94512.75,3.4,0.0668,Baixo,nivel_stock_option,anos_desde_ultima_promocao,horas_extras,0.0387,0.0125,0.0114,Revisar benefícios e stock options
1551,24,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Technical Degree,Técnico,2296,350,57,14,3,1,1,0,0,2,0,0,Viaja Raramente,21,3,0.5,,1.0,13776,3,0,0,1,1,1,0,2012.5,13202.0,2.2,0.5082,Crítico,faixa_etaria,anos_mesmo_gestor,anos_empresa,0.0529,0.0455,0.0347,Conversa de retenção personalizada
1552,40,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Técnico,4069,1142,72,18,0,2,2,2,2,8,3,1,Sem Viagem,8,2,0.25,2.0,1.0,36621,2,1,0,0,0,1,0,6566.5,23396.75,3.4,0.1303,Médio,nivel_stock_option,estado_civil,frequencia_viagem,0.0553,0.0162,0.0144,Revisar benefícios e stock options
1553,45,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Sênior,3,Technical Degree,Mestrado,7441,538,66,12,3,10,8,7,7,10,1,0,Viaja Raramente,1,4,1.0,0.0,0.8,89292,2,0,1,0,1,0,0,3093.5,42785.75,2.0,0.0809,Baixo,satisfacao_ambiente_cod,score_bemestar,satisfacao_trabalho_cod,0.0211,0.0144,0.0122,Avaliar condições e ambiente de trabalho
1554,35,Feminino,Casado(a),Sales,Sales Representative,Júnior,1,Life Sciences,Mestrado,2430,1402,98,23,2,5,3,4,2,6,0,0,Viaja Raramente,28,5,0.8333,,0.6,14580,3,0,1,1,0,1,0,8061.5,13972.5,2.2,0.3082,Alto,score_bemestar,envolvimento_trabalho_cod,faixa_etaria,0.0401,0.0357,0.0307,Programa de bem-estar e saúde mental
1555,32,Feminino,Casado(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Técnico,5878,824,67,12,1,7,1,2,5,12,3,0,Viaja Raramente,5,2,0.5833,1.67,0.1429,52902,1,0,0,0,1,0,0,4738.0,33798.5,2.4,0.2744,Alto,score_bemestar,faixa_etaria,envolvimento_trabalho_cod,0.0431,0.0318,0.03,Programa de bem-estar e saúde mental
1556,36,Masculino,Solteiro(a),Sales,Sales Representative,Júnior,1,Life Sciences,Mestrado,2644,1157,70,21,0,3,2,1,2,7,3,1,Viaja Raramente,2,3,0.4286,1.33,0.6667,15864,2,1,0,0,0,1,0,6652.75,15203.0,3.2,0.15,Médio,nivel_stock_option,equilibrio_vida_trabalho_cod,flag_horas_extras,0.0498,0.0324,0.0142,Revisar benefícios e stock options
1557,48,Feminino,Divorciado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,6439,492,96,14,1,8,7,7,7,18,8,0,Viaja Raramente,16,2,0.4444,1.25,0.875,57951,2,0,1,1,0,0,0,2829.0,37024.25,3.0,0.0884,Baixo,media_anos_por_empresa_anterior,anos_desde_ultima_promocao,flag_satisfacao_baixa,0.0101,0.0094,0.0077,Conversa de retenção personalizada
1558,29,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2451,598,91,18,2,1,0,0,0,5,6,0,Viaja Raramente,9,2,0.2,0.67,0.0,14706,1,0,0,0,0,1,0,3438.5,14093.25,2.6,0.417,Crítico,equilibrio_vida_trabalho_cod,faixa_etaria,anos_mesmo_gestor,0.0365,0.0365,0.0323,Revisar jornada e flexibilidade
1560,33,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,6392,1242,46,13,1,2,2,2,2,8,2,0,Viaja Raramente,8,6,0.25,3.0,1.0,57528,1,0,0,0,1,0,0,7141.5,36754.0,2.0,0.2303,Alto,score_bemestar,faixa_etaria,equilibrio_vida_trabalho_cod,0.0395,0.0361,0.0334,Programa de bem-estar e saúde mental
1562,30,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,9714,740,64,11,1,10,8,6,7,10,1,0,Viaja Raramente,1,4,1.0,0.0,0.8,87426,2,0,1,0,1,0,1,4255.0,55855.5,2.4,0.4331,Crítico,envolvimento_trabalho_cod,score_bemestar,satisfacao_trabalho_cod,0.049,0.0419,0.0249,Aumentar desafios / responsabilidades
1563,38,Masculino,Casado(a),Human Resources,Human Resources,Pleno,2,Human Resources,Mestrado,6077,888,71,11,0,6,3,1,2,10,3,0,Viaja Frequentemente,10,2,0.6,1.33,0.5,54693,0,0,0,0,0,0,0,5106.0,34942.75,3.0,0.2511,Alto,nivel_stock_option,frequencia_viagem,estado_civil,0.0603,0.0322,0.0177,Revisar benefícios e stock options
1564,35,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Graduação,2450,992,68,19,0,3,0,1,2,3,1,0,Viaja Raramente,1,3,1.0,0.0,0.0,14700,2,0,0,0,1,1,0,5704.0,14087.5,2.4,0.3457,Crítico,nivel_stock_option,score_bemestar,faixa_etaria,0.056,0.0325,0.0313,Revisar benefícios e stock options
1568,30,Masculino,Casado(a),Sales,Sales Executive,Sênior,3,Technical Degree,Mestrado,9250,1288,33,12,1,4,2,1,3,9,3,0,Viaja Raramente,29,3,0.4444,1.67,0.5,111000,2,0,0,1,1,0,0,7406.0,53187.5,2.6,0.1753,Médio,faixa_etaria,satisfacao_trabalho_cod,anos_empresa,0.0331,0.0213,0.0146,Conversa de retenção personalizada
1569,35,Feminino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,2074,104,69,12,1,1,0,0,0,1,1,1,Viaja Raramente,2,2,1.0,0.0,0.0,12444,3,1,0,0,1,1,1,598.0,11925.5,2.4,0.7471,Crítico,score_bemestar,anos_mesmo_gestor,faixa_etaria,0.0505,0.0477,0.046,Programa de bem-estar e saúde mental
1572,53,Feminino,Casado(a),Research & Development,Manufacturing Director,Sênior,3,Technical Degree,Doutorado,10169,607,78,16,1,33,7,1,9,34,0,0,Viaja Raramente,2,4,0.9706,,0.2121,122028,0,0,0,0,0,0,1,3490.25,58471.75,2.8,0.1293,Médio,envolvimento_trabalho_cod,nivel_educacao,indice_estagnacao_cargo,0.0217,0.0125,0.0107,Aumentar desafios / responsabilidades
1573,38,Masculino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Graduação,4855,903,81,11,2,5,2,1,4,7,4,0,Viaja Raramente,2,2,0.7143,0.5,0.4,43695,2,0,0,0,1,1,1,5192.25,27916.25,2.4,0.5013,Crítico,score_bemestar,media_anos_por_empresa_anterior,indice_estagnacao_cargo,0.0539,0.0382,0.03,Programa de bem-estar e saúde mental
1574,32,Masculino,Casado(a),Research & Development,Research Scientist,Pleno,2,Technical Degree,Mestrado,4087,1200,62,14,1,6,5,1,2,9,4,0,Sem Viagem,1,3,0.6667,0.75,0.8333,36783,2,0,0,0,1,1,0,6900.0,23500.25,2.4,0.1819,Alto,faixa_etaria,score_bemestar,media_anos_por_empresa_anterior,0.0322,0.0316,0.0258,Conversa de retenção personalizada
1576,48,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Other,Mestrado,2367,1108,65,12,1,8,2,7,6,10,8,0,Viaja Raramente,15,3,0.8,0.25,0.25,14202,3,0,1,0,1,1,0,6371.0,13610.25,2.6,0.227,Alto,renda_mensal_brl,equilibrio_vida_trabalho_cod,satisfacao_trabalho_cod,0.038,0.0374,0.0198,Revisar posicionamento salarial
1577,34,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Medical,Mestrado,2972,479,35,13,0,1,0,0,0,1,1,0,Viaja Raramente,7,4,1.0,0.0,0.0,17832,1,0,0,0,0,1,0,2754.25,17089.0,2.4,0.4769,Crítico,nivel_stock_option,anos_experiencia_total,equilibrio_vida_trabalho_cod,0.0589,0.0407,0.0395,Revisar benefícios e stock options
1578,55,Masculino,Casado(a),Sales,Manager,Diretor,5,Marketing,Doutorado,19586,685,60,21,1,36,6,2,13,36,1,0,Viaja Raramente,26,3,1.0,0.0,0.1667,470064,1,0,0,1,0,0,0,3938.75,112619.5,3.0,0.1352,Médio,envolvimento_trabalho_cod,nivel_educacao,distancia_casa_km,0.021,0.0112,0.0098,Aumentar desafios / responsabilidades
1580,34,Masculino,Casado(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Mestrado,5484,1351,45,17,1,2,2,2,1,9,9,0,Viaja Raramente,1,3,0.2222,0.78,1.0,49356,0,0,0,0,0,0,0,7768.25,31533.0,2.6,0.2324,Alto,faixa_etaria,equilibrio_vida_trabalho_cod,anos_mesmo_gestor,0.036,0.0333,0.0311,Conversa de retenção personalizada
1581,26,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2061,474,89,21,0,1,0,0,0,1,1,0,Viaja Raramente,3,5,1.0,0.0,0.0,12366,1,0,0,0,0,1,0,2725.5,11850.75,2.4,0.6445,Crítico,nivel_stock_option,anos_mesmo_gestor,anos_experiencia_total,0.0581,0.0491,0.0439,Revisar benefícios e stock options
1582,38,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,9924,1245,80,11,1,9,8,7,7,10,0,0,Viaja Raramente,14,3,0.9,,0.8889,89316,2,0,1,0,1,0,0,7158.75,57063.0,3.0,0.1051,Baixo,satisfacao_trabalho_cod,anos_desde_ultima_promocao,perc_aumento_salarial,0.0135,0.0079,0.0075,Conversa 1:1 sobre satisfação no trabalho
1583,38,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,4198,437,90,12,0,3,2,1,2,8,2,0,Viaja Raramente,16,5,0.375,2.5,0.6667,37782,3,0,0,1,1,1,0,2512.75,24138.5,2.6,0.2128,Alto,nivel_stock_option,satisfacao_trabalho_cod,satisfacao_ambiente_cod,0.0564,0.0261,0.0213,Revisar benefícios e stock options
1585,36,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,6815,884,73,13,0,1,0,0,0,15,6,0,Viaja Raramente,1,5,0.0667,2.33,0.0,61335,0,0,0,0,0,0,0,5083.0,39186.25,2.4,0.2388,Alto,score_bemestar,nivel_stock_option,anos_mesmo_gestor,0.0402,0.036,0.0196,Programa de bem-estar e saúde mental
1586,29,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Ensino Médio,4723,1370,87,18,0,10,9,1,5,10,1,1,Viaja Raramente,3,3,1.0,0.0,0.9,28338,3,1,0,0,1,1,0,7877.5,27157.25,2.6,0.1703,Médio,nivel_stock_option,nivel_cargo_cod,faixa_etaria,0.0535,0.0268,0.0242,Revisar benefícios e stock options
1587,35,Feminino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Mestrado,6142,670,51,16,0,5,2,0,4,10,3,1,Viaja Raramente,10,4,0.5,1.67,0.4,55278,1,1,0,0,0,0,0,3852.5,35316.5,2.6,0.3179,Alto,nivel_stock_option,faixa_etaria,satisfacao_ambiente_cod,0.047,0.0415,0.034,Revisar benefícios e stock options
1588,39,Masculino,Casado(a),Sales,Sales Executive,Sênior,3,Medical,Graduação,8237,1462,38,11,1,7,6,7,6,11,2,0,Viaja Raramente,6,3,0.6364,2.0,0.8571,98844,1,0,1,0,0,0,0,8406.5,47362.75,3.0,0.0897,Baixo,satisfacao_relacionamento_cod,perc_aumento_salarial,anos_desde_ultima_promocao,0.0144,0.0087,0.0081,Avaliar dinâmica de equipe / gestor
1590,29,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Ensino Médio,8853,995,87,19,1,6,4,1,3,6,1,0,Viaja Frequentemente,2,0,1.0,0.0,0.6667,79677,0,0,0,0,0,0,0,5721.25,50904.75,3.2,0.1123,Médio,satisfacao_ambiente_cod,frequencia_viagem,treinamentos_ultimo_ano,0.0347,0.0195,0.0137,Avaliar condições e ambiente de trabalho
1591,50,Masculino,Casado(a),Sales,Manager,Diretor,5,Marketing,Graduação,19331,264,59,16,1,1,0,0,0,27,4,1,Viaja Raramente,9,2,0.037,6.5,0.0,463944,1,1,0,0,0,0,0,1518.0,111153.25,3.0,0.0938,Baixo,anos_mesmo_gestor,horas_extras,flag_horas_extras,0.0145,0.0081,0.0072,Conversa de retenção personalizada
1592,23,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Graduação,2073,977,45,16,1,2,2,2,2,4,2,0,Viaja Raramente,10,2,0.5,1.0,1.0,12438,1,0,0,0,0,1,0,5617.75,11919.75,3.6,0.1446,Médio,faixa_etaria,renda_mensal_brl,nivel_cargo_cod,0.0414,0.0186,0.0143,Conversa de retenção personalizada
1594,36,Masculino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Mestrado,5562,1302,80,13,1,3,2,0,2,9,3,1,Viaja Frequentemente,6,3,0.3333,2.0,0.6667,50058,2,1,0,0,1,0,0,7486.5,31981.5,2.6,0.1298,Médio,frequencia_viagem,satisfacao_ambiente_cod,satisfacao_trabalho_cod,0.0339,0.0309,0.0218,Conversa de retenção personalizada
1595,42,Masculino,Solteiro(a),Research & Development,Manager,Diretor,5,Other,Técnico,19613,1059,93,22,0,1,0,0,1,24,8,0,Viaja Raramente,9,2,0.0417,2.88,0.0,470712,0,0,0,0,0,0,0,6089.25,112774.75,3.4,0.0714,Baixo,nivel_stock_option,envolvimento_trabalho_cod,anos_empresa,0.0327,0.025,0.0143,Revisar benefícios e stock options
1596,35,Masculino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Graduação,3407,750,46,17,2,10,9,6,8,10,1,0,Viaja Raramente,28,3,1.0,0.0,0.9,30663,3,0,1,1,0,1,0,4312.5,19590.25,3.0,0.0926,Baixo,equilibrio_vida_trabalho_cod,faixa_etaria,satisfacao_ambiente_cod,0.0295,0.0161,0.015,Revisar jornada e flexibilidade
1597,34,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Technical Degree,Mestrado,5063,653,92,14,1,8,2,7,7,8,1,0,Viaja Frequentemente,10,3,1.0,0.0,0.25,45567,1,0,1,0,0,0,0,3754.75,29112.25,2.6,0.1963,Alto,equilibrio_vida_trabalho_cod,frequencia_viagem,faixa_etaria,0.0426,0.0277,0.0259,Revisar jornada e flexibilidade
